ID,Latin_Name,Common_Name,Plant_Type,Bloom_Time,Size_at_Maturity,Suitable_Site_Conditions,Soil_Type,Water_Needs,Appropriate_Location,Additional_Characteristices_Notes,Humidity_Level_Min,Humidity_Level_Max,Temperature_Level_Min,Temperature_Level_Max,Water_Level_Min,Water_Level_Max,Light_Level_Min,Light_Level_Max
605,Graptoveria 'Fred Ives',,Succulent,Summer,1-3 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
606,Graptoveria 'Debbi',,Succulent,Spring;Summer;Winter,< 1 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
607,Grevillea lanigera 'Coastal Gem',,Shrub (evergreen),Spring;Summer;Fall;Winter,< 1 ft,Sun;Part Shade,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,350,800
608,Grevillea 'Magic Lantern',,Shrub (evergreen),Spring;Fall,1-3 ft,Sun;Part Shade,Sand,Low,Sidewalk;Garden,,,,,,100,350,350,800
609,Hardenbergia violacea,Lilac Vine,Vine,Spring;Winter,7-12 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
610,Helleborus orientalis,Lenten Rose,Perennial,Spring,1-3 ft,Sun;Part Shade,,Low;Moderate,Sidewalk;Garden,,,,,,,,350,800
611,Helianthemum 'Apricot',Apricot Sunrose,Shrub (evergreen),Spring,< 1 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
612,Helianthemum 'Belgravia Rose',,Shrub (evergreen),Spring,< 1 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
613,Heuchera maxima,Island Alum Root,Perennial,Spring;Summer,1-3 ft,Part shade;Shade,Sand;Loam,Low,Sidewalk;Roof,,,,,,100,350,,
614,Heuchera 'Santa Ana Cardinal',Coral Bell hybrids,Perennial,Spring;Summer,1-3 ft,Part shade;Shade,,None,Sidewalk;Garden,,,,,,0,0,,
615,Heuchera sanguinea ,Coral Bells,Perennial,Summer,1-3 ft,Part shade;Shade,Rock,Low,Sidewalk;Garden,,,,,,100,350,,
616,Hyacinthoides hispanica,Spanish squill,Perennial,Spring,1-3 ft,Sun;Part Shade;Shade,,Low,Sidewalk;Garden,,,,,,100,350,0,800
617,Juncus effusus var. brunneus,Green Rush,Grass,Summer,1-3 ft,Sun;Part Shade,Sand;Loam,Moderate,Sidewalk;Garden,,,,,,350,600,350,800
618,Kalanchoe orgyalis,Copper Spoons,Succulent,Winter,4-6 ft,Sun;Part Shade,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,350,800
619,Kalanchoe thyrsiflora,Paddle Plant,Succulent,Spring;Winter,1-3 ft,Sun;Part Shade,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,350,800
620,Phacelia minor,California bluebell,Annual,Spring,1-3 ft,Sun,Loam;Sand,None,Garden,,,,,,0,0,500,800
621,Calamintha spp.,Calamint,Perennial,Summer,1-3 ft,Sun;Shade,,None,Garden,,,,,,0,0,0,750
622,Caryopteris x clandonensis,"Blue Mist, Blue Beard",Perennial,Summer,1-3 ft,Sun,,None,Garden,,,,,,0,0,500,800
623,Duranta erecta,Skyflower,Perennial,Summer,1-3 ft,Sun;Shade,Loam;Sand;Clay,Low,Garden,,,,,,100,350,0,750
624,Echinacea purpurea,Purple Coneflower,Perennial,Summer,1-3 ft,Sun;Shade,Loam;Sand;Clay,None,Garden,,,,,,0,0,0,750
625,Eriogonum nudum,Naked Buckwheat,Perennial,Summer,1-3 ft,Sun,Loam;Sand,None,Garden,,,,,,0,0,500,800
626,Gaillardia 'Oranges & Lemons',Oranges & Lemons,Perennial,Summer,1-3 ft,Sun,Loam;Sand,None,Garden,,,,,,0,0,500,800
627,Helenium 'Mardi Gras',Mardi Gras,Perennial,Summer,1-3 ft,Sun,Loam;Sand;Clay,Low,Garden,,,,,,100,350,500,800
628,Madia elegans densiflora,Elegant Madia,Annual,Summer,1-3 ft,Sun;Shade,Loam;Sand,None,Garden,,,,,,0,0,0,750
629,Mentha spicata,Spearmint,Perennial,Summer;Fall,1-3 ft,,Loam;Sand,Moderate,Garden,,,,,,350,600,,
630,Monardella odoratissima,Mountain Monardella,Perennial,Summer,1-3 ft,Sun,Loam;Sand,Low,Garden,,,,,,100,350,500,800
631,Scabiosa atropurpurea,Pincushion flower,Perennial,Summer,1-3 ft,Sun,Loam;Sand,None,Garden,,,,,,0,0,500,800
632,Eriodictyon californicum,"California yerba santa,  Yerba santa ",Shrub (evergreen),Summer,7-12 ft,Sun,Loam;Sand,None,Garden,,,,,,0,0,500,800
633,Oemleria cerasiformis,"Indian plum,  Oso berry ",Shrub (deciduous),Spring;Summer,4-6 ft,Sun,Loam;Sand,Low,Garden,,,,,,100,350,500,800
634,Baccharis pilularis 'Twin Peaks',Coyotebrush prostrate form,Shrub (evergreen),,1-3 ft,Sun,Clay;Loam;Sand;Rock,None,Garden;Sidewalk;Roof,,,,,,0,0,500,800
635,Achillea filipendulina,Fernleaf Yarrow,Perennial,Summer;Fall,1-3 ft,Sun,Clay;Loam;Sand;Rock,Low,Sidewalk;Garden,,,,,,100,350,500,800
636,Arctotis hybrids,"	African Daisy",Perennial,Spring;Summer,< 1 ft,Sun,,Low,Garden,,,,,,100,350,500,800
637,Festuca amethystina,tufted fescue,Grass,Summer,1-3 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
638,Cedrela fissilis,"Brazilian Cedarwood  
Brazilian Cedarwood",Tree (deciduous),Spring;Summer,> 24 ft,Sun;Shade,,Moderate,Sidewalk,,,,,,350,600,0,750
639,Amaryllis belladonna,Naked Lady,Perennial,Summer,1-3 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
640,Sidalcea malviflora,Checkerbloom,Perennial,Spring;Summer,1-3 ft,Sun;Part Shade,clay;loam,None,Garden;Roof,Attracts West Coast Painted Lady (Vanessa annabella).,,,,,0,0,350,800
641,Erysimum  'Bowles Mauve',Bowles Mauve Wallflower,Perennial,Spring;Summer;Fall,4-6 ft,Sun,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,500,800
642,Phlomis fruticosa,"	Jerusalem Sage",Shrub (evergreen),Spring;Summer,4-6 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
643,Pelargonium peltatum,Ivy Geranium,Perennial,Spring;Summer;Fall;Winter,1-3 ft,Sun;Part Shade,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,350,800
644,Grevillea robusta,Silk oak,Tree (evergreen),Summer,Full Grown Tree,Sun,Clay;Loam;Sand,Low,Garden,,,,,,100,350,500,800
645,Acer circinatum,Vine maple tree,Tree (evergreen),Spring,Full Grown Tree,Part shade;Shade,Loam,Moderate,Garden,,,,,,350,600,,
646,Pleuropogon californicus,semaphore grass,Grass,Spring;Summer,1-3 ft,Sun;Shade,Clay;Loam,Moderate,Garden,,,,,,350,600,0,750
647,Arctostaphylos 'Emerald Carpet',Emerald Carpet,Shrub (evergreen),Spring;Winter,1-3 ft,Sun;Part Shade,Loam;Sand,None,Garden,,,,,,0,0,350,800
648,Ceiba speciosa-Chorisia speciosa,Silk Floss Tree,Tree (deciduous),Winter,> 24 ft,Sun,Clay;Loam;Sand,Low,Sidewalk,,,,,,100,350,500,800
649,Cistus x skanbergii,Pink rockrose,Shrub (evergreen),Spring,1-3 ft,Sun,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,500,800
650,Pelargonium graveolens,"Scented Geranium
  Scented Geranium",Perennial,Spring,1-3 ft,Sun,Loam;Sand;Clay,None,Garden,,,,,,0,0,500,800
651,Euphorbia myrsinites,Myrtle Spurge,Succulent,Spring;Winter,< 1 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
652,Phacelia campanularia,"CA. Desert Bluebells
Bluebells",Annual,Spring,1-3 ft,Sun,Loam;Sand,None,Garden,,,,,,0,0,500,800
653,Lavandula x. intermedia 'Grosso',Purple Lavander,Shrub (evergreen),Summer;Fall,1-3 ft,Sun,Clay;Loam;Sand,None,Sidewalk;Garden,,,,,,0,0,500,800
654,Populus fremontii,Fremont's Cottonwood,Shrub (deciduous),Spring,Full Grown Tree,Sun,Loam;Sand,Moderate,Garden,,,,,,350,600,500,800
655,Dietes spp.,fortnight lily,Perennial,Spring;Summer;Fall,1-3 ft,Sun;Part Shade,Clay;Loam,Low,Garden,,,,,,100,350,350,800
656,Daphne odora,Winter Daphne,Shrub (evergreen),,4-6 ft,Part Shade,,Low,Sidewalk;Garden,All parts of this species are toxic and may be fatal if ingested.,,,,,100,350,100,350
657,Festuca glauca,Common Blue Fescue,Grass,Summer,< 1 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
658,Helleborus foetidus,Bear's foot hellebore,Perennial,Spring,1-3 ft,Sun;Part Shade,Loam,Low,Sidewalk;Garden,,,,,,100,350,350,800
659,Coreopsis lanceolata,"Lanceleaf Tickseed
Tickseed",Perennial,Spring,1-3 ft,Sun,Sand;Loam,None,Garden,,,,,,0,0,500,800
660,Prunus lyonii,Catalina Cherry,Tree (evergreen),Spring,13-24 ft,Sun;Shade,,Low,Sidewalk,,,,,,100,350,0,750
661,Santolina rosmarinifolia,Green Santolina,Shrub (evergreen),Spring,1-3 ft,Sun,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,500,800
662,Zelkova serrata,Japanese zelkova,Tree (deciduous),,> 24 ft,Sun;Part Shade,,,Sidewalk,,,,,,,,350,800
663,Ulmus wilsoniana ‘Prospector’,Wilson Elm,Tree (deciduous),Spring,> 24 ft,,,,Sidewalk,,,,,,,,,
664,Festuca spp.,Fescue,Grass,,1-3 ft,Sun,,Low,Garden,,,,,,100,350,500,800
665,Pittosporum tobira,mock orange,Shrub (evergreen),Spring,7-12 ft,Sun;Part Shade,Clay;Loam;Sand,Low,Garden,,,,,,100,350,350,800
666,Artemisia schmidtiana 'Silvermound',"
Angel's Hair""",Perennial,Summer,1-3 ft,Sun,Sand;Loam;Clay,Low,Sidewalk;Garden,,,,,,100,350,500,800
667,Magnolia virginiana,Sweet bay magnolia,Tree,Summer,Full Grown Tree,Sun;Part Shade,Clay;Loam;Sand,Moderate,Garden,,,,,,350,600,350,800
668,Quercus macrocarpa,bur oak,Tree (deciduous),Spring,Full Grown Tree,Sun,Clay;Loam;Sand,Moderate,Garden,,,,,,350,600,500,800
669,Clematis armandii,Evergreen Clematis,Vine,Spring;Winter,7-12 ft,Sun,,Low,Garden,,,,,,100,350,500,800
670,Kniphofia 'Dwarf Yellow',Poker Plant,Perennial,Spring;Summer,1-3 ft,Sun;Part Shade,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,350,800
671,Calystegia purpurata,morning glory,Vine,Spring;Summer;Fall,7-12 ft,Sun;Part Shade,Sand,None,Garden,,,,,,0,0,350,800
672,Hesperaloe parviflora,Yellow/Red Yucca,Perennial,Spring;Summer,4-6 ft,Sun;Part shade,Sand,None,Garden,,,,,,0,0,,
673,Thymus pseudolanuginosus,Wooly thyme,Perennial,Summer,< 1 ft,Sun;Part Shade,Clay;Loam;Sand,None,Garden,,,,,,0,0,350,800
674,Carissa macrocarpa,Natal Plum,Shrub (evergreen),,4-6 ft,Sun,,Low,Garden,,,,,,100,350,500,800
675,Acacia cognata 'Cousin Itt',Bower Wattle,Shrub (evergreen),Spring,1-3 ft,Sun;Shade,,Low,Garden,,,,,,100,350,0,750
676,Nolina bigelovii,Bear Grass,Shrub (evergreen),Summer,4-6 ft,Sun,Sand;Loam,None,Garden,,,,,,0,0,500,800
677,Sedum dendroideum,"Bush Sedum  
 Bush Sedum",Succulent,Spring;Winter,1-3 ft,Sun;Part Shade,Sand;Loam,None,Roof;Sidewalk;Garden,,,,,,0,0,350,800
678,Diospyros virginiana,persimmon,Tree (deciduous),Summer,> 24 ft,Sun;Part Shade;Shade,Clay;Loam;sand,Low,Garden,,,,,,100,350,0,800
679,Lychnis coronaria            ,Rose Campion,Perennial,Summer,1-3 ft,Sun;Part shade,Clay;Sand;Loam;Rock,Low,Garden,,,,,,100,350,,
680,Lavandula multifida,Fern Leaf Lavender,Shrub (evergreen),Summer;Fall,1-3 ft,Sun,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,500,800
681,Myrtus communis compacta,Dwarf Myrtle,Shrub (evergreen),Spring;summer,4-6 ft,Sun;Part Shade,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,350,800
682,Thymus 'Victor Reiter',Victor Reiter Thyme,Perennial,Summer,< 1 ft,Sun;Part Shade,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,350,800
683,Polypodium scouleri,leather leaf fern,Fern,,< 1 ft,Part shade;Shade,Clay;Loam;Sand,Low,Garden,,,,,,100,350,,
684,Stachys byzantina,Lambs ears,Perennial,Spring,1-3 ft,Sun;Part Shade,Clay;Loam;Sand,None,Garden,,,,,,0,0,350,800
685,Dudleya spp.,Live Forever,Succulent,,Varies,Sun,,Low,Sidewalk,,,,,,100,350,500,800
686,Gaura lindheimeri,Butterfly Gaura,Perennial,Summer;Fall,1-3 ft,Sun,Sand;Loam,Moderate,Sidewalk;Garden,,,,,,350,600,500,800
687,Leucadendron hybrids,Leucadendron,Shrub (evergreen),Spring;Summer;Winter,7-12 ft,Sun,,Low,Garden,,,,,,100,350,500,800
688,Tanacetum haradjanii,Silver Tansy,Perennial,Summer,< 1 ft,Sun,Sand;Loam;Clay,Low,Sidewalk;Garden,,,,,,100,350,500,800
689,Salvia chamaedryoides,"Germander Sage  
 Germander Sage  
 Germander Sage",Perennial,Spring;Summer;Fall;Winter,1-3 ft,Sun;Shade,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,0,750
690,Monardella spp.,Scarlet Monardella,Perennial,,1-3 ft,Sun,,None,Garden,,,,,,0,0,500,800
691,Festuca muelleri,Mueller's Fescue,Grass,Summer,< 1 ft,Sun;Part Shade,,,Sidewalk;Garden,,,,,,,,350,800
692,Acer x freemanii,"Autumn Blaze Maple, Freeman Maple",Tree (deciduous),Spring,> 24 ft,Sun,,Moderate,Sidewalk,,,,,,350,600,500,800
693,Woodwardia frimbiata,Giant chain fern,Fern,,4-6 ft,Part shade;Shade,Clay;Loam;Sand,Moderate,Garden,,,,,,350,600,,
694,Fuchsia procumbens,Prostrate fuschia,Shrub (evergreen),Summer;Fall,< 1 ft,Part Shade,,,Sidewalk;Garden,,,,,,,,100,350
695,Cerastium tomentosum,Snow-in-Summer,Perennial,Summer,< 1 ft,Sun;Part Shade,Sand;Rock;Loam,None,Sidewalk;Garden,,,,,,0,0,350,800
696,Schoenoplectus americanus,three square,Perennial,Summer,4-6 ft,Sun,Clay;Loam,Moderate,Garden,,,,,,350,600,500,800
697,Calamagrostis x acutiflora,Feather Reed Grass,Grass,Summer,4-6 ft,Sun;Part shade,,Low,Garden,,,,,,100,350,,
698,Lepechinia calycina,"White Pitcher Sage, Woodbalm, Pitcher Sage",Shrub (evergreen),Spring;Summer,7-12 ft,Sun,Loam;Sand,None,Garden,,,,,,0,0,500,800
699,Jasminum polyanthum,Pink Jasmine,Vine,Spring;Winter,13-24 ft,Sun;Shade,,Low,Sidewalk;Garden,,,,,,100,350,0,750
700,Miscanthus sinensis,"	Japanese silver grass",Grass,Summer,1-3 ft,Sun,Clay;Loam;Sand,Moderate,Garden,,,,,,350,600,500,800
701,Chondropetalum tectorum,cape rush,Grass,Spring;Summer;Fall;Winter,4-6 ft,Sun;Part Shade,Clay;Loam,Low,Garden,,,,,,100,350,350,800
702,Alyogyne  huegelii,Blue Hibiscus,Shrub (evergreen),Spring;Summer;Fall;Winter,4-6 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
703,Macfadyena unguis-cati,Yellow Trumpet Vine,Vine,Summer,> 24 ft,Sun;Part Shade,,,Sidewalk;Garden,,,,,,,,350,800
704,Correa spp.,Australian Fuchsia,Shrub (evergreen),,4-6 ft,Sun;Part Shade,,Low,Garden,,,,,,100,350,350,800
705,Abutilon palmeri,Indian Mallow,Shrub (evergreen),Spring,4-6 ft,Sun,Sand;Loam,None,Garden,,,,,,0,0,500,800
706,Salvia coahuilensis,Coahuila Sage,Perennial,Summer;Fall,1-3 ft,Sun,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,500,800
707,Echeveria pumila glauca,Hens and Chicks,Succulent,summer,< 1 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
708,Teucrium x lucidrys,Wall Germander,Perennial,Summer,1-3 ft,Sun,Clay;Loam;Sand;Rock,None,Garden,,,,,,0,0,500,800
709,Cistus salvifolius 'Prostratus',Sageleaf Rockrose,Shrub (evergreen),Spring,1-3 ft,Sun,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,500,800
710,Acanthus mollis,Bear's Breech,Perennial,Spring;Summer,1-3 ft,Part shade;Shade,,Low,Sidewalk;Garden,,,,,,100,350,,
711,Knifphofia galpinii 'Orange Flame',Orange Flame Poker Plant,Perennial,Spring;Summer,1-3 ft,Sun,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,500,800
712,Helianthus 'Lemon Queen',Lemon Queen,Perennial,Summer,1-3 ft,Sun,Clay,Low,Garden,,,,,,100,350,500,800
713,Escallonia 'Compakta',,Shrub (evergreen),Spring;Fall,1-3 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
713,Basil,Basil,Grass,Spring;Summer;Fall,1-3ft,Sun;Part Shade,Loam,Moderate,Sidewalk;Garden,,60,70,24,28,350,600,350,800
714,Ananas,Ananas,Test,Test,Test,Test,Test,Test,Test,Test,50,60,6,15,320,700,350,800
